Date,Products,Cost,Revenue,Profit
10-01-2016,Jerseys,1500,1727,
24-03-2016,Mountain Bikes,2295,2366,
12-04-2016,Jerseys,150,182,
25-04-2016,Mountain Bikes,2320,2343,
25-04-2016,Jerseys,600,796,
19-05-2016,Mountain Bikes,2295,2529,
08-05-2015,Road Bikes,2182,2009,
07-06-2015,Road Bikes,783,752,
18-06-2015,Road Bikes,2443,2252,
28-07-2015,Road Bikes,2443,2430,
11-08-2015,Road Bikes,2443,2364,
18-08-2015,Road Bikes,2443,2289,
10-09-2015,Mountain Bikes,2295,2097,
04-11-2015,Jerseys,270,282,
21-11-2015,Road Bikes,2443,2400,
20-12-2015,Jerseys,1150,1165,
21-12-2015,Mountain Bikes,2295,2291,
09-03-2016,Bike Racks,120,150,
10-06-2016,Mountain Bikes,2295,3158,
10-06-2016,Helmets,455,668,
29-01-2016,Tires and Tubes,40,39,
29-01-2016,Tires and Tubes,540,658,
29-01-2016,Tires and Tubes,66,88,
24-04-2016,Tires and Tubes,87,102,
24-04-2016,Tires and Tubes,150,208,
05-01-2016,Shorts,280,332,
02-04-2016,Bottles and Cages,80,124,
22-03-2016,Cleaners,143,192,
05-09-2015,Bottles and Cages,25,33,
05-09-2015,Jerseys,1100,1380,
10-02-2016,Bottles and Cages,20,31,
10-02-2016,Jerseys,1512,2234,
05-12-2015,Bottles and Cages,10,12,
05-12-2015,Bottles and Cages,75,84,
18-04-2016,Caps,117,140,
09-05-2016,Jerseys,300,378,
13-05-2016,Jerseys,702,806,
19-05-2016,Jerseys,300,321,
13-06-2016,Jerseys,750,979,
19-06-2016,Jerseys,400,540,
29-08-2015,Jerseys,500,586,
13-10-2015,Jerseys,486,594,
26-10-2015,Jerseys,1404,1610,
23-12-2015,Jerseys,648,615,
24-06-2016,Hydration Packs,935,1115,
14-03-2016,Caps,135,151,
01-04-2016,Caps,189,246,
29-04-2016,Caps,54,69,
07-05-2016,Caps,252,262,
24-01-2016,Tires and Tubes,175,246,
24-01-2016,Tires and Tubes,125,145,
24-01-2016,Tires and Tubes,23,31,
19-02-2016,Road Bikes,540,531,
18-03-2016,Tires and Tubes,30,36,
25-03-2016,Road Bikes,540,599,
25-03-2016,Tires and Tubes,301,386,
25-03-2016,Tires and Tubes,68,82,
17-04-2016,Tires and Tubes,290,343,
17-04-2016,Tires and Tubes,30,39,
26-04-2016,Tires and Tubes,57,66,
30-04-2016,Tires and Tubes,110,128,
08-05-2016,Road Bikes,540,525,
19-06-2016,Tires and Tubes,203,264,
21-04-2015,Road Bikes,783,664,
27-06-2015,Road Bikes,2182,1949,
07-08-2015,Road Bikes,540,513,
07-08-2015,Tires and Tubes,43,44,
07-08-2015,Tires and Tubes,16,19,
07-08-2015,Tires and Tubes,62,68,
09-08-2015,Road Bikes,540,491,
10-08-2015,Tires and Tubes,60,67,
03-09-2015,Tires and Tubes,100,107,
03-09-2015,Tires and Tubes,86,102,
03-09-2015,Tires and Tubes,36,40,
19-09-2015,Road Bikes,1701,1750,
19-09-2015,Tires and Tubes,325,367,
19-09-2015,Tires and Tubes,12,13,
14-10-2015,Tires and Tubes,130,137,
14-10-2015,Tires and Tubes,540,617,
14-10-2015,Tires and Tubes,39,42,
15-10-2015,Road Bikes,540,538,
26-10-2015,Tires and Tubes,875,956,
26-10-2015,Tires and Tubes,80,85,
02-11-2015,Tires and Tubes,70,76,
02-11-2015,Tires and Tubes,900,963,
02-11-2015,Tires and Tubes,60,70,
07-11-2015,Tires and Tubes,1050,1105,
07-11-2015,Tires and Tubes,55,62,
19-01-2016,Bottles and Cages,220,256,
19-01-2016,Bottles and Cages,75,90,
06-03-2016,Bottles and Cages,126,140,
06-03-2016,Bottles and Cages,95,131,
15-03-2016,Bottles and Cages,144,188,
15-03-2016,Bottles and Cages,75,88,
28-04-2016,Bottles and Cages,144,182,
08-06-2016,Bottles and Cages,140,173,
11-06-2016,Bottles and Cages,45,53,
12-06-2016,Bottles and Cages,130,168,
11-07-2016,Bottles and Cages,20,26,
14-02-2015,Road Bikes,2182,2136,
06-08-2015,Bottles and Cages,145,156,
08-08-2015,Road Bikes,540,497,
08-08-2015,Bottles and Cages,80,86,
08-08-2015,Bottles and Cages,198,232,
18-09-2015,Bottles and Cages,85,87,
15-10-2015,Bottles and Cages,270,284,
15-10-2015,Bottles and Cages,55,64,
18-10-2015,Road Bikes,1701,1502,
28-10-2015,Road Bikes,1120,1055,
05-11-2015,Bottles and Cages,200,220,
05-11-2015,Bottles and Cages,145,151,
08-12-2015,Road Bikes,540,457,
08-12-2015,Bottles and Cages,261,292,
08-12-2015,Bottles and Cages,80,89,
18-12-2015,Road Bikes,540,488,
18-12-2015,Bottles and Cages,216,258,
28-08-2015,Vests,445,444,
16-01-2016,Bottles and Cages,290,378,
16-01-2016,Bottles and Cages,5,7,
12-07-2015,Bottles and Cages,90,101,
12-07-2015,Bottles and Cages,150,164,
23-07-2016,Bottles and Cages,300,362,
23-07-2016,Bottles and Cages,130,156,
10-08-2015,Bottles and Cages,80,88,
03-09-2015,Vests,1080,1429,
24-09-2015,Hydration Packs,1485,1576,
04-02-2016,Road Bikes,1701,1727,
10-05-2016,Road Bikes,1120,1332,
18-05-2016,Road Bikes,1701,1765,
29-05-2016,Road Bikes,1701,1770,
15-05-2015,Road Bikes,1000,947,
11-08-2015,Road Bikes,540,506,
21-01-2016,Jerseys,432,528,
29-01-2016,Road Bikes,540,523,
05-02-2016,Road Bikes,1120,1077,
05-02-2016,Jerseys,540,751,
05-02-2016,Road Bikes,1120,1177,
05-02-2016,Jerseys,1400,1808,
08-02-2016,Jerseys,750,868,
18-02-2016,Jerseys,1350,1826,
20-02-2016,Jerseys,486,604,
31-03-2016,Jerseys,54,67,
06-04-2016,Jerseys,864,896,
29-04-2016,Jerseys,1150,1426,
03-05-2016,Jerseys,1300,1532,
16-05-2016,Road Bikes,1120,988,
19-05-2016,Road Bikes,1701,1767,
28-05-2016,Road Bikes,1701,1998,
28-05-2016,Road Bikes,1120,1060,
28-05-2016,Jerseys,800,1040,
10-06-2016,Road Bikes,540,600,
20-06-2016,Road Bikes,540,639,
21-07-2016,Jerseys,270,323,
07-05-2015,Road Bikes,1000,884,
31-05-2015,Road Bikes,2443,2401,
11-07-2015,Jerseys,54,60,
17-07-2015,Road Bikes,1120,1048,
10-08-2015,Road Bikes,540,482,
28-09-2015,Jerseys,250,240,
12-10-2015,Jerseys,1050,1118,
01-11-2015,Road Bikes,1120,958,
12-11-2015,Road Bikes,1120,939,
15-11-2015,Road Bikes,1120,1053,
15-05-2016,Caps,54,70,
06-06-2016,Caps,81,106,
28-06-2016,Caps,144,171,
06-07-2015,Caps,45,49,
05-10-2015,Caps,81,86,
11-11-2015,Caps,144,155,
03-03-2016,Road Bikes,540,545,
03-03-2016,Bottles and Cages,117,133,
03-03-2016,Bottles and Cages,10,13,
06-02-2015,Road Bikes,783,770,
06-02-2015,Road Bikes,783,797,
03-05-2015,Road Bikes,1000,857,
20-07-2015,Road Bikes,1120,1119,
14-08-2015,Road Bikes,540,482,
14-08-2015,Bottles and Cages,180,193,
14-08-2015,Bottles and Cages,5,5,
14-08-2015,Hydration Packs,110,118,
11-09-2015,Road Bikes,540,576,
11-09-2015,Bottles and Cages,144,152,
11-09-2015,Bottles and Cages,70,75,
11-09-2015,Hydration Packs,55,59,
22-09-2015,Road Bikes,2443,2321,
22-09-2015,Bottles and Cages,35,37,
22-09-2015,Bottles and Cages,63,71,
29-12-2015,Bottles and Cages,75,96,
29-12-2015,Jerseys,1620,1981,
20-02-2016,Bottles and Cages,130,192,
28-03-2016,Bottles and Cages,65,105,
28-03-2016,Bottles and Cages,81,122,
01-10-2015,Bottles and Cages,252,320,
06-05-2016,Helmets,245,261,
23-10-2015,Road Bikes,540,411,
23-10-2015,Bottles and Cages,45,43,
23-10-2015,Bottles and Cages,55,68,
27-03-2016,Caps,180,278,
12-06-2016,Caps,189,263,
29-06-2016,Caps,54,86,
14-03-2016,Bike Racks,600,670,
05-02-2016,Tires and Tubes,754,828,
14-03-2016,Tires and Tubes,100,123,
14-03-2016,Tires and Tubes,344,443,
14-03-2016,Tires and Tubes,5,8,
06-05-2016,Tires and Tubes,516,623,
06-05-2016,Tires and Tubes,64,83,
22-10-2015,Road Bikes,540,349,
22-10-2015,Tires and Tubes,84,87,
22-10-2015,Vests,889,1264,
22-10-2015,Tires and Tubes,365,325,
30-10-2015,Jerseys,1000,762,
18-07-2016,Tires and Tubes,193,210,
18-07-2016,Tires and Tubes,56,52,
18-07-2016,Gloves,24,36,
30-06-2016,Tires and Tubes,236,198,
30-06-2016,Tires and Tubes,57,85,
29-09-2015,Tires and Tubes,500,402,
10-09-2015,Cleaners,40,44,
24-05-2016,Helmets,140,219,
28-06-2016,Bottles and Cages,250,371,
28-06-2016,Bottles and Cages,10,14,
28-06-2016,Helmets,770,1149,
07-09-2015,Bottles and Cages,55,71,
07-09-2015,Helmets,630,869,
07-09-2015,Caps,117,145,
19-04-2016,Mountain Bikes,769,939,
19-04-2016,Fenders,374,592,
12-02-2016,Tires and Tubes,60,93,
12-02-2016,Tires and Tubes,473,739,
12-02-2016,Helmets,35,32,
13-09-2015,Bottles and Cages,150,160,
13-09-2015,Bottles and Cages,105,119,
16-05-2016,Bottles and Cages,30,37,
16-05-2016,Bottles and Cages,80,106,
13-01-2016,Bottles and Cages,270,349,
13-01-2016,Bottles and Cages,100,126,
05-02-2016,Bottles and Cages,72,89,
21-02-2016,Bottles and Cages,270,299,
21-02-2016,Bottles and Cages,50,63,
13-10-2015,Bottles and Cages,25,27,
18-01-2016,Bottles and Cages,100,143,
01-02-2016,Bottles and Cages,117,146,
01-02-2016,Bottles and Cages,25,28,
03-03-2016,Bottles and Cages,130,153,
03-03-2016,Bottles and Cages,65,78,
04-03-2016,Bottles and Cages,100,111,
04-03-2016,Bottles and Cages,54,74,
11-04-2016,Bottles and Cages,225,265,
11-04-2016,Bottles and Cages,20,23,
16-04-2016,Bottles and Cages,150,184,
16-04-2016,Bottles and Cages,45,49,
16-04-2016,Bottles and Cages,9,11,
16-04-2016,Bottles and Cages,105,123,
06-05-2016,Bottles and Cages,63,69,
06-05-2016,Bottles and Cages,35,44,
10-05-2016,Bottles and Cages,90,112,
24-05-2016,Bottles and Cages,270,352,
24-05-2016,Bottles and Cages,130,165,
07-06-2016,Bottles and Cages,280,335,
07-06-2016,Bottles and Cages,95,115,
21-08-2015,Bottles and Cages,70,81,
21-08-2015,Bottles and Cages,125,136,
04-09-2015,Bottles and Cages,55,64,
18-09-2015,Bottles and Cages,270,302,
18-09-2015,Bottles and Cages,90,88,
10-12-2015,Hydration Packs,165,186,
12-03-2016,Socks,27,36,
12-08-2015,Socks,72,88,
30-10-2015,Socks,90,93,
01-02-2016,Helmets,595,762,
28-03-2016,Helmets,35,45,
20-04-2016,Helmets,560,712,
23-05-2016,Helmets,910,1155,
07-06-2016,Helmets,70,90,
21-06-2016,Helmets,875,1073,
17-09-2015,Helmets,630,679,
14-10-2015,Helmets,245,261,
22-10-2015,Helmets,140,137,
15-11-2015,Helmets,210,240,
03-06-2016,Jerseys,1350,1456,
13-09-2015,Jerseys,918,959,
07-11-2015,Jerseys,594,662,
03-05-2016,Helmets,420,494,
03-05-2016,Jerseys,50,68,
24-08-2015,Helmets,945,973,
07-02-2016,Tires and Tubes,359,413,
01-03-2016,Tires and Tubes,870,1071,
01-03-2016,Tires and Tubes,15,16,
04-03-2016,Tires and Tubes,450,649,
04-03-2016,Tires and Tubes,15,13,
04-03-2016,Tires and Tubes,46,51,
02-05-2016,Tires and Tubes,120,158,
02-05-2016,Tires and Tubes,301,251,
02-05-2016,Tires and Tubes,27,33,
05-05-2016,Tires and Tubes,84,116,
06-05-2016,Tires and Tubes,451,668,
06-05-2016,Tires and Tubes,76,118,
25-08-2015,Tires and Tubes,40,36,
19-10-2015,Tires and Tubes,326,340,
19-10-2015,Tires and Tubes,108,145,
01-01-2016,Fenders,550,659,
11-01-2016,Tires and Tubes,68,97,
11-01-2016,Tires and Tubes,50,69,
01-02-2016,Jerseys,550,745,
28-03-2016,Tires and Tubes,135,168,
28-03-2016,Fenders,220,274,
18-04-2016,Jerseys,1512,2139,
23-04-2016,Tires and Tubes,60,75,
06-05-2016,Fenders,22,30,
06-05-2016,Jerseys,918,993,
08-05-2016,Tires and Tubes,473,635,
10-05-2016,Tires and Tubes,480,626,
11-05-2016,Tires and Tubes,280,355,
17-06-2016,Jerseys,756,924,
19-06-2016,Gloves,196,253,
23-06-2016,Tires and Tubes,75,99,
23-06-2016,Tires and Tubes,870,1082,
24-06-2016,Tires and Tubes,638,742,
24-06-2016,Tires and Tubes,70,91,
24-06-2016,Gloves,318,431,
17-07-2016,Tires and Tubes,270,372,
17-07-2016,Tires and Tubes,145,168,
17-07-2016,Fenders,659,762,
17-07-2016,Jerseys,100,110,
17-07-2016,Gloves,661,808,
09-07-2015,Tires and Tubes,18,21,
23-08-2015,Tires and Tubes,92,111,
28-08-2015,Tires and Tubes,70,75,
28-08-2015,Tires and Tubes,841,865,
28-08-2015,Jerseys,1100,1144,
09-09-2015,Tires and Tubes,96,107,
09-09-2015,Tires and Tubes,717,822,
09-09-2015,Jerseys,1300,1377,
19-09-2015,Tires and Tubes,112,138,
21-09-2015,Tires and Tubes,20,22,
21-09-2015,Tires and Tubes,44,50,
23-09-2015,Tires and Tubes,96,104,
29-09-2015,Tires and Tubes,456,529,
29-09-2015,Tires and Tubes,100,105,
12-10-2015,Tires and Tubes,840,888,
12-10-2015,Tires and Tubes,44,50,
15-10-2015,Tires and Tubes,261,300,
15-10-2015,Tires and Tubes,8,8,
23-10-2015,Tires and Tubes,80,87,
23-10-2015,Tires and Tubes,516,598,
24-10-2015,Tires and Tubes,70,73,
24-10-2015,Tires and Tubes,30,35,
31-10-2015,Tires and Tubes,174,198,
05-11-2015,Jerseys,162,162,
02-12-2015,Jerseys,702,723,
06-12-2015,Tires and Tubes,696,815,
06-12-2015,Tires and Tubes,70,77,
09-01-2016,Helmets,70,81,
17-01-2016,Helmets,35,41,
18-01-2016,Helmets,1050,1317,
27-01-2016,Helmets,1015,1170,
01-04-2016,Helmets,210,274,
06-05-2016,Helmets,770,907,
08-05-2016,Helmets,525,663,
18-05-2016,Helmets,175,216,
19-05-2016,Helmets,875,1069,
20-05-2016,Helmets,420,534,
18-06-2016,Helmets,805,1021,
27-06-2016,Helmets,315,396,
03-07-2015,Helmets,245,274,
21-07-2015,Helmets,210,235,
05-08-2015,Helmets,665,694,
06-08-2015,Helmets,245,257,
24-08-2015,Helmets,385,414,
20-10-2015,Helmets,630,655,
31-10-2015,Helmets,525,639,
05-11-2015,Helmets,595,640,
10-11-2015,Helmets,595,622,
17-11-2015,Helmets,35,37,
24-11-2015,Helmets,910,997,
30-11-2015,Helmets,560,633,
12-12-2015,Helmets,140,169,
25-12-2015,Helmets,210,242,
22-01-2016,Road Bikes,540,658,
28-01-2016,Road Bikes,1120,1202,
28-01-2016,Jerseys,250,294,
30-03-2016,Jerseys,1000,1168,
25-04-2016,Road Bikes,540,507,
26-04-2016,Jerseys,1050,1271,
27-04-2016,Jerseys,250,313,
17-05-2016,Jerseys,432,483,
24-05-2016,Road Bikes,1120,1291,
24-05-2016,Jerseys,1404,1893,
01-06-2016,Road Bikes,1701,1834,
01-06-2016,Jerseys,1620,2172,
07-06-2016,Jerseys,900,1121,
22-07-2016,Jerseys,550,604,
24-02-2015,Road Bikes,783,714,
02-07-2015,Road Bikes,540,517,
14-07-2015,Road Bikes,540,468,
24-07-2015,Jerseys,700,844,
04-08-2015,Jerseys,1458,1608,
01-09-2015,Road Bikes,540,501,
05-09-2015,Road Bikes,2443,2207,
05-09-2015,Road Bikes,540,492,
12-09-2015,Road Bikes,540,482,
28-09-2015,Jerseys,450,543,
30-09-2015,Road Bikes,540,452,
30-10-2015,Jerseys,200,218,
30-10-2015,Road Bikes,540,482,
13-01-2016,Tires and Tubes,805,948,
28-01-2016,Tires and Tubes,55,70,
28-01-2016,Tires and Tubes,490,604,
11-02-2016,Tires and Tubes,360,431,
11-02-2016,Tires and Tubes,95,125,
11-02-2016,Tires and Tubes,16,19,
01-03-2016,Tires and Tubes,39,46,
27-03-2016,Tires and Tubes,120,137,
27-03-2016,Tires and Tubes,554,684,
30-03-2016,Tires and Tubes,690,841,
30-03-2016,Tires and Tubes,75,95,
02-04-2016,Tires and Tubes,525,647,
02-04-2016,Tires and Tubes,92,100,
15-04-2016,Tires and Tubes,130,166,
27-04-2016,Tires and Tubes,68,81,
27-04-2016,Tires and Tubes,550,678,
28-04-2016,Tires and Tubes,2,3,
15-05-2016,Tires and Tubes,116,137,
15-05-2016,Tires and Tubes,65,88,
01-06-2016,Tires and Tubes,65,79,
01-06-2016,Tires and Tubes,490,591,
05-06-2016,Tires and Tubes,348,445,
05-06-2016,Tires and Tubes,80,102,
06-06-2016,Tires and Tubes,550,692,
06-06-2016,Tires and Tubes,60,70,
24-06-2016,Tires and Tubes,667,878,
24-06-2016,Tires and Tubes,25,30,
24-06-2016,Tires and Tubes,57,63,
30-06-2016,Tires and Tubes,455,540,
30-06-2016,Tires and Tubes,5,6,
09-07-2016,Tires and Tubes,525,647,
09-07-2016,Tires and Tubes,64,73,
09-07-2016,Tires and Tubes,18,22,
22-07-2016,Tires and Tubes,50,54,
14-07-2015,Tires and Tubes,516,557,
07-08-2015,Tires and Tubes,500,522,
07-08-2015,Tires and Tubes,60,65,
05-09-2015,Tires and Tubes,344,399,
05-09-2015,Tires and Tubes,92,103,
07-09-2015,Tires and Tubes,45,47,
12-09-2015,Tires and Tubes,559,643,
23-09-2015,Tires and Tubes,48,53,
23-09-2015,Tires and Tubes,782,947,
08-10-2015,Tires and Tubes,540,577,
30-10-2015,Tires and Tubes,15,15,
30-10-2015,Tires and Tubes,408,463,
30-10-2015,Tires and Tubes,9,9,
14-11-2015,Tires and Tubes,130,149,
27-11-2015,Tires and Tubes,125,136,
27-11-2015,Tires and Tubes,720,852,
30-11-2015,Tires and Tubes,735,833,
30-11-2015,Tires and Tubes,40,44,
30-11-2015,Tires and Tubes,44,51,
04-12-2015,Tires and Tubes,100,109,
04-12-2015,Tires and Tubes,75,78,
04-12-2015,Tires and Tubes,27,30,
01-11-2015,Vests,64,71,
29-01-2016,Bottles and Cages,40,48,
15-04-2016,Bottles and Cages,70,78,
15-04-2016,Bottles and Cages,130,162,
03-05-2016,Bottles and Cages,170,223,
03-05-2016,Bottles and Cages,20,24,
04-08-2015,Bottles and Cages,140,144,
04-08-2015,Bottles and Cages,90,96,
08-10-2015,Bottles and Cages,170,188,
08-10-2015,Bottles and Cages,120,138,
10-12-2015,Vests,1715,1543,
19-04-2016,Vests,445,529,
05-05-2016,Vests,1016,1238,
04-09-2015,Vests,508,548,
27-10-2015,Vests,1715,2020,
20-01-2016,Socks,90,116,
12-01-2016,Bottles and Cages,130,152,
12-01-2016,Bottles and Cages,105,141,
12-01-2016,Cleaners,8,10,
04-02-2016,Bottles and Cages,200,253,
04-02-2016,Bottles and Cages,90,112,
01-04-2016,Bottles and Cages,81,114,
01-04-2016,Bottles and Cages,60,72,
03-04-2016,Bottles and Cages,290,349,
03-04-2016,Bottles and Cages,25,33,
28-05-2016,Bottles and Cages,55,66,
26-07-2016,Bottles and Cages,115,154,
24-09-2015,Bottles and Cages,125,148,
26-09-2015,Bottles and Cages,210,253,
26-09-2015,Bottles and Cages,130,144,
19-10-2015,Bottles and Cages,171,171,
27-10-2015,Bottles and Cages,25,31,
07-12-2015,Bottles and Cages,15,18,
07-12-2015,Bottles and Cages,234,248,
24-03-2016,Caps,90,114,
14-04-2016,Bottles and Cages,200,253,
14-04-2016,Bottles and Cages,125,158,
01-05-2016,Bottles and Cages,80,91,
01-05-2016,Hydration Packs,1155,1367,
14-06-2016,Bottles and Cages,125,172,
14-06-2016,Bottles and Cages,10,12,
21-06-2016,Bottles and Cages,130,160,
21-06-2016,Bottles and Cages,280,339,
06-09-2015,Bottles and Cages,40,44,
06-09-2015,Bottles and Cages,140,150,
02-10-2015,Bottles and Cages,150,163,
02-10-2015,Bottles and Cages,25,29,
02-10-2015,Hydration Packs,770,894,
08-10-2015,Bottles and Cages,90,97,
08-10-2015,Bottles and Cages,65,73,
08-10-2015,Hydration Packs,1100,1168,
17-10-2015,Bottles and Cages,135,156,
03-11-2015,Caps,72,89,
20-02-2016,Bottles and Cages,120,144,
20-02-2016,Bottles and Cages,150,176,
20-04-2016,Bottles and Cages,240,331,
20-04-2016,Bottles and Cages,105,133,
30-09-2015,Bottles and Cages,25,28,
30-09-2015,Bottles and Cages,70,81,
03-11-2015,Bottles and Cages,25,28,
03-11-2015,Bottles and Cages,210,225,
01-05-2016,Cleaners,95,115,
08-10-2015,Cleaners,87,86,
30-10-2015,Bottles and Cages,210,227,
30-10-2015,Bottles and Cages,105,125,
15-02-2016,Helmets,875,1088,
15-02-2016,Helmets,700,911,
18-02-2016,Helmets,840,1082,
18-02-2016,Helmets,490,611,
14-03-2016,Road Bikes,1701,1597,
30-03-2016,Road Bikes,1701,1792,
14-04-2016,Helmets,630,815,
15-04-2016,Road Bikes,1120,1118,
15-04-2016,Helmets,1050,1212,
30-04-2016,Road Bikes,1120,1091,
25-05-2016,Road Bikes,1120,1328,
25-05-2016,Helmets,735,916,
28-05-2016,Helmets,315,403,
08-05-2015,Road Bikes,783,746,
20-07-2015,Road Bikes,1701,1679,
20-07-2015,Helmets,280,334,
27-07-2015,Road Bikes,1701,1410,
27-09-2015,Helmets,630,674,
02-10-2015,Helmets,385,425,
03-11-2015,Helmets,910,971,
06-12-2015,Helmets,455,475,
26-12-2015,Helmets,175,191,
20-02-2016,Gloves,294,349,
09-03-2016,Gloves,24,24,
01-04-2016,Road Bikes,1120,1231,
29-05-2016,Road Bikes,1120,1065,
08-01-2016,Helmets,490,615,
11-01-2016,Road Bikes,1120,1172,
11-01-2016,Helmets,945,1149,
03-02-2016,Bottles and Cages,40,55,
06-04-2016,Road Bikes,540,573,
06-04-2016,Bottles and Cages,108,140,
06-04-2016,Bottles and Cages,60,73,
06-04-2016,Gloves,710,965,
19-04-2016,Road Bikes,540,566,
19-04-2016,Bottles and Cages,60,74,
19-04-2016,Bottles and Cages,270,326,
19-04-2016,Helmets,245,274,
21-04-2016,Helmets,560,724,
24-05-2015,Road Bikes,783,677,
09-08-2015,Bottles and Cages,55,63,
23-08-2015,Bottles and Cages,55,66,
05-09-2015,Helmets,840,904,
13-09-2015,Road Bikes,540,509,
13-09-2015,Bottles and Cages,27,29,
13-09-2015,Bottles and Cages,105,114,
13-09-2015,Helmets,1050,1182,
21-10-2015,Road Bikes,540,487,
21-10-2015,Helmets,560,587,
17-12-2015,Road Bikes,1701,1576,
17-12-2015,Helmets,280,335,
19-12-2015,Road Bikes,1701,1559,
19-12-2015,Helmets,105,115,
29-01-2016,Bottles and Cages,120,142,
29-01-2016,Bottles and Cages,90,108,
03-02-2016,Bottles and Cages,35,42,
03-02-2016,Bottles and Cages,120,147,
16-02-2016,Bottles and Cages,260,326,
16-02-2016,Bottles and Cages,40,55,
29-03-2016,Helmets,210,268,
09-04-2016,Bottles and Cages,45,60,
09-04-2016,Bottles and Cages,170,197,
09-04-2016,Helmets,35,43,
13-04-2016,Bottles and Cages,50,62,
13-04-2016,Bottles and Cages,90,111,
13-04-2016,Helmets,630,777,
04-05-2016,Helmets,315,383,
06-05-2016,Bottles and Cages,150,194,
06-05-2016,Bottles and Cages,70,85,
06-05-2016,Helmets,140,176,
10-05-2016,Bottles and Cages,140,188,
10-05-2016,Bottles and Cages,105,120,
25-05-2016,Bottles and Cages,135,164,
25-05-2016,Bottles and Cages,105,132,
09-06-2016,Bottles and Cages,60,82,
17-06-2016,Helmets,910,1175,
21-06-2016,Helmets,105,136,
06-07-2016,Bottles and Cages,5,7,
07-07-2016,Bottles and Cages,95,121,
20-07-2016,Helmets,1050,1200,
07-08-2015,Bottles and Cages,20,23,
07-08-2015,Helmets,315,313,
14-08-2015,Helmets,560,571,
20-08-2015,Helmets,315,312,
27-08-2015,Bottles and Cages,210,242,
27-08-2015,Bottles and Cages,10,10,
20-09-2015,Bottles and Cages,150,151,
06-10-2015,Helmets,105,121,
16-10-2015,Bottles and Cages,145,173,
01-12-2015,Helmets,140,159,
12-12-2015,Bottles and Cages,100,105,
12-12-2015,Helmets,910,990,
31-12-2015,Bottles and Cages,40,48,
31-12-2015,Bottles and Cages,170,203,
11-01-2016,Bottles and Cages,30,41,
11-01-2016,Bottles and Cages,115,123,
02-01-2016,Bottles and Cages,130,203,
02-01-2016,Gloves,710,967,
02-01-2016,Jerseys,1404,2168,
22-03-2016,Jerseys,750,1018,
03-11-2015,Tires and Tubes,690,949,
03-11-2015,Tires and Tubes,21,27,
03-11-2015,Bike Stands,1590,1873,
15-01-2016,Tires and Tubes,76,75,
26-01-2016,Tires and Tubes,301,396,
26-01-2016,Tires and Tubes,32,30,
10-02-2016,Tires and Tubes,300,279,
10-02-2016,Socks,216,278,
02-04-2016,Tires and Tubes,35,61,
02-04-2016,Tires and Tubes,638,716,
28-01-2016,Helmets,700,1119,
28-01-2016,Caps,27,40,
28-03-2016,Bottles and Cages,125,196,
05-01-2016,Tires and Tubes,120,142,
05-01-2016,Tires and Tubes,50,66,
10-02-2016,Tires and Tubes,140,164,
24-02-2016,Tires and Tubes,18,25,
12-04-2016,Tires and Tubes,20,27,
15-04-2016,Tires and Tubes,36,47,
19-04-2016,Tires and Tubes,27,34,
30-04-2016,Tires and Tubes,28,34,
30-04-2016,Tires and Tubes,602,790,
30-04-2016,Tires and Tubes,7,9,
12-06-2016,Tires and Tubes,275,339,
12-06-2016,Tires and Tubes,25,29,
20-06-2016,Tires and Tubes,300,402,
20-06-2016,Tires and Tubes,140,158,
20-06-2016,Tires and Tubes,62,77,
26-06-2016,Tires and Tubes,56,70,
17-07-2016,Tires and Tubes,116,139,
24-09-2015,Tires and Tubes,40,46,
08-12-2015,Tires and Tubes,92,111,
21-12-2015,Tires and Tubes,105,122,
28-12-2015,Tires and Tubes,602,666,
28-12-2015,Tires and Tubes,24,26,
17-05-2016,Cleaners,103,166,
14-01-2016,Helmets,280,414,
21-06-2016,Helmets,455,700,
24-02-2016,Mountain Bikes,2295,2803,
01-03-2016,Mountain Bikes,2295,3014,
13-06-2016,Mountain Bikes,2320,2625,
19-04-2015,Mountain Bikes,2049,2169,
24-12-2015,Mountain Bikes,2295,2499,
19-01-2016,Tires and Tubes,841,1372,
19-01-2016,Tires and Tubes,125,206,
08-04-2016,Tires and Tubes,60,51,
08-04-2016,Tires and Tubes,20,29,
29-04-2016,Tires and Tubes,490,627,
29-04-2016,Tires and Tubes,5,7,
30-04-2016,Tires and Tubes,41,46,
18-07-2016,Bottles and Cages,45,48,
18-07-2016,Helmets,175,155,
11-06-2016,Mountain Bikes,2295,3104,
23-01-2016,Mountain Bikes,2295,2653,
23-01-2016,Fenders,571,800,
11-06-2016,Mountain Bikes,2295,3120,
11-06-2016,Fenders,242,373,
11-06-2016,Caps,180,253,
11-06-2016,Helmets,350,521,
09-10-2015,Helmets,175,215,
09-10-2015,Caps,81,108,
27-01-2016,Bottles and Cages,45,69,
12-05-2016,Bottles and Cages,18,27,
12-05-2016,Bottles and Cages,90,143,
07-07-2016,Bottles and Cages,70,98,
07-07-2016,Vests,191,286,
26-10-2015,Bottles and Cages,160,205,
26-10-2015,Bottles and Cages,105,136,
08-02-2016,Bottles and Cages,40,62,
08-02-2016,Bottles and Cages,130,177,
13-12-2015,Bottles and Cages,140,198,
28-02-2016,Vests,762,915,
06-01-2016,Tires and Tubes,630,770,
06-01-2016,Tires and Tubes,25,30,
06-01-2016,Tires and Tubes,16,20,
